case_number,source,prompt,evaluation_seed,coco_id
16407,coco-30k,A field of cows grazing near a barn.,90045,279892
16408,coco-30k,A side rail inside of a building. ,65702,302867
16409,coco-30k,An orange cat sitting on the ground next to a  purse.,13238,150235
16410,coco-30k,A boat in the lake beside a bunch of buildings. ,34489,516727
16411,coco-30k,a bottle of tequila sitting next to an orange cat.,85551,105658
16412,coco-30k,Dairy cows line up against a barber wire fence to graze the sweeter grass.,9814,339512
16413,coco-30k,A sleeping cat is curled up with its legs stretched out.,71466,212603
16414,coco-30k,A black and white image of a shipyard with some boats. ,99977,455872
16415,coco-30k,A couple of cats lying in a red suit case on a bed.,81591,220292
16416,coco-30k,A series of collectible items are sitting on display.,13519,47713
16417,coco-30k,A man is excited as he stands up and delivers a speech.,16196,566771
16418,coco-30k,Many boats are parked in the middle of a city. ,17691,463849
16419,coco-30k,A dog sits on a seat in the middle of a room. ,77573,264392
16420,coco-30k,Someone's suitcase left outside against the wall opened up,47440,7155
16421,coco-30k,A hairy brown cow laying on top of a field.,23485,76155
16422,coco-30k,A can sitting on a wooden table next to a window.,52764,565954
16423,coco-30k,A couple of cats sleeping on top of each other.,3540,499365
16424,coco-30k,Children taking a ride on an enjoyable ride on an elephant.,34889,52638
16425,coco-30k,A group of people wading around a large body of water.,24573,29984
16426,coco-30k,A large white and black dog laying on top of a couch.,26386,34773
16427,coco-30k,The dog is swimming in the lake on a sunny day.,63979,145567
16428,coco-30k,A group of five people steering a raft down a river.,62982,137362
16429,coco-30k,A man with an odd look taking a selfie.,78382,418300
16430,coco-30k,A shaggy dog lying on a green and blue blanket.,39868,503668
16431,coco-30k,Different people are doing skateboard tricks and riding.,51153,161978
16432,coco-30k,Two cows are head butting each other in the pasture.,28648,167193
16433,coco-30k,A strawberry blond cat is cuddled up between a pair of ladies business shoes. ,82921,406491
16434,coco-30k,Two elephants playing with each other and interlocking their tusks.,23781,359135
16435,coco-30k,Several people in a canoe with oars on the river.,57794,311327
16436,coco-30k,A man in a purple shirt and matching tie looking pensive.,80129,562243
16437,coco-30k,A small cat laying on a couch in a room.,69879,14940
16438,coco-30k,A gray cat is laying on a pink duster.,13535,56158
16439,coco-30k,A man squatting in front of a garbage can while another watches.,7003,188873
16440,coco-30k,fruit and vegetables in a container with separate sections,61768,514525
16441,coco-30k,A time clock with a white hard hat on shelf.,42900,417159
16442,coco-30k,A group of people sitting at two long tables in room.,3448,136644
16443,coco-30k,Some clothing is being sold outside of a building.,58039,226346
16444,coco-30k,a man in a burgundy collar shirt and gold vest putting on his tie,83068,544201
16445,coco-30k,A view of the harbor with ships moored on a very foggy day.,3777,144058
16446,coco-30k,An elephant and a punk are standing next to a river.,89051,148286
16447,coco-30k,A man has a frisbee in his hand and is standing up. ,88689,343803
16448,coco-30k,A cat laying on suitcase with another cat standing behind it.,23081,508440
16449,coco-30k,A man lays on his bed with two cats and a laptop.,27473,559388
16450,coco-30k,a train being run on a train track near trees,21499,414068
16451,coco-30k,A man with thick sunglasses and multiple piercings sits with his mouth open.,53322,133343
16452,coco-30k,Two cows stand in a field near one young cow laying down.,35113,168706
16453,coco-30k,Cat standing next to a dog laying on the bed,90757,570995
16454,coco-30k,Black and white photo of a man pulling a boat on a beach.,3074,534038
16455,coco-30k,A flat bed truck traveling down the street.,35616,468405
16456,coco-30k,Model of two cars with a man near a blue phonebooth.,97435,429011
16457,coco-30k,a person siting on a brick wall with a tie,71591,473839
16458,coco-30k,A dog and a cat are playing in a field,35114,400489
16459,coco-30k,A group of elephants surrounding a baby elephant,69647,467873
16460,coco-30k,A black dog lays his head on a book of maps.,13836,304741
16461,coco-30k,The eccentric group of girls carry their luggage up the street.,46732,378467
16462,coco-30k,Rainbow colored umbrella blocking the sun on a beach.,66925,160892
16463,coco-30k,Several bags are covered with see through umbrellas on a beach.,3983,79927
16464,coco-30k,A very cute brown dog with a disc in its mouth.,29751,347950
16465,coco-30k,an elephant on a dirt path with trees in the background,97032,38775
16466,coco-30k,A dalmation sits on a red couch with two striped pillows.,86098,553795
16467,coco-30k,Grey cat laying on a green floor near a sandel.,83102,186296
16468,coco-30k,A man standing in a driveway next to a truck.,89582,498687
16469,coco-30k,A man holding a suitcase in one hand and hat in the other,79049,539738
16470,coco-30k,Black and white dog protecting yellow flying disc in open grassy field.,99300,303314
16471,coco-30k,A rowboat set next to a dock in a river.,30746,127761
16472,coco-30k,A person with a black and white umbrella is in a doorway.,53062,281602
16473,coco-30k,A large red umbrella on a metal pole.,72721,122994
16474,coco-30k,A cat laying down on a surface in a room.,63971,137188
16475,coco-30k,Woman in black heels standing on green and white suitcase.,29299,312795
16476,coco-30k,Large white yacht in the sea with windsurfers nearby.,79804,135620
16477,coco-30k,A cat next to a television in a room.,73306,99645
16478,coco-30k,Three cats sitting in a window waiting for their master to return. ,91012,161840
16479,coco-30k,A black cat is sitting on a suitcase looking up.,85531,501498
16480,coco-30k,A lone elephant is walking through a field,52508,458153
16481,coco-30k,The cat is laying down squashing one side of its face.,74611,416330
16482,coco-30k,A small cat sitting under a wooden table.,74586,279386
16483,coco-30k,A elephant that is stepping on to the road.,9802,264420
16484,coco-30k,A person with an umbrella next to a street.,7783,554296
16485,coco-30k,A truck is parked on the side of a busy road.,97854,83214
16486,coco-30k,A large group of different people standing together.,10496,500514
16487,coco-30k,A man sitting on a couch in a black suit and tie looking impatient. ,54288,15968
16488,coco-30k,"A group of people some with designed clothing, some with plain clothing on.",10729,526555
16489,coco-30k,Two televisions that are stacked on top of each other. ,28946,357941
16490,coco-30k,A stop sign is lit up in the dark of night.,4162,122745
16491,coco-30k,A cat that is standing looking through a glass.,51573,63552
16492,coco-30k,An elephant puts his feet on the back of another elephant on a dry grassy field.,4406,301908
16493,coco-30k,A small kitten laying on top of a purple slipper.,4878,234124
16494,coco-30k,A man standing on a beach on a cloudy day with arms spread wide ,80144,33055
16495,coco-30k,Group of people in dress clothes sitting around a conference table. ,97038,94774
16496,coco-30k,Two aging gentlemen of religious persuasion smile kindly.  ,11747,315565
16497,coco-30k,a blue and yellow train and some people and a building,97793,107800
16498,coco-30k,The elephant is walking around in the park.,75162,369934
16499,coco-30k,Man in red jacket and red tie walking in a crowd. ,47956,335340
16500,coco-30k,A boat sits in the harbor along side other boats.,39313,575441
16501,coco-30k,Large group of people surrounding a truck on a mountain. ,37063,219271
16502,coco-30k,White cow standing alone on a busy city street. ,76402,325327
16503,coco-30k,A group of elephants by some buildings on the water.,76682,67563
16504,coco-30k,A man is standing in a suit with his head cocked to the side.,36249,452359
16505,coco-30k,A man and women rest as there dog stands on the trail.,683,147471
16506,coco-30k,A open suitcase with a book on a table.,77566,473433
16507,coco-30k,Three bears standing in a field outside. ,74415,471450
16508,coco-30k,A train docked at a train station. ,22947,548164
16509,coco-30k,A person holding a black and white umbrella in the street.,63553,497032
16510,coco-30k,A bunch of suitcases and bags by a wall.,78443,206112
16511,coco-30k,A large group of people on a couple boats in the water.,30421,434078
16512,coco-30k,A man is leading a cow with a ribbon on its neck.,78587,399764
16513,coco-30k,A group of spectators watching a woman drag her luggage.,10382,292206
16514,coco-30k,A puppy laying on a purple blanket on a bed.,95206,228309
16515,coco-30k,A purple cart full of suit cases and bags.,51394,564061
16516,coco-30k,A cat laying on top of a couch next to a computer mouse.,3485,15497
16517,coco-30k,A man holding a tie across his face with a formal outfit on.,80242,118802
16518,coco-30k,"A little boy dressed up in a ""Harry Potter"" costume. ",52147,481214
16519,coco-30k,A boat sitting on top of a body of water next to tall buildings.,13746,461016
16520,coco-30k,A couple of brown elephants standing next to each other.,35458,331138
16521,coco-30k,A boy in a tie holding a small suit case.,97832,80340
16522,coco-30k,A herd of elephants standing next to each other on a field.,58512,529549
16523,coco-30k,A woman bending down to pet a baby elephant.,60962,13550
16524,coco-30k,A small elephant walking across a dry grass field.,77695,307936
16525,coco-30k,A man riding on the back of an orange fork lift.,34101,139094
16526,coco-30k,some people walking trees and many hanging umbrellas,31735,193122
16527,coco-30k,a red and white boat with a flag and water and trees,885,534679
16528,coco-30k,A giant cruise ship next to another giant cruise ship next to a long pier.,57955,289741
16529,coco-30k,a girl wearing a white bonnet holding a black luggage bag,20519,487282
16530,coco-30k,There is an elephant shaped figure next to other decorations.,30846,344654
16531,coco-30k,A woman throwing a frisbee as a child looks on.,3133,103579
16532,coco-30k,Small child holding up a blue and yellow striped umbrella. ,16991,401552
16533,coco-30k,Several middle eastern looking stickers decorate a black briefcase.,15665,312421
16534,coco-30k,A man without a shirt wearing a neck tie.,74956,99410
16535,coco-30k,Two trucks carrying logs are traveling up a hill.,83619,172201
16536,coco-30k,A man standing next to a herd of sheep and cattle on a lush green field.,64298,414228
16537,coco-30k,A Pooh bear is sitting in a high chair.,51707,417455
16538,coco-30k,A suited man strides past ornate architectural feature.,76807,29573
16539,coco-30k,A hipster carrying a black bag of luggage on grass.,87968,375063
16540,coco-30k,a small kitten inside of a laptop on the floor,87027,399560
16541,coco-30k,A cat curiously looking sideways at a television.,55696,98839
16542,coco-30k,A black cat sit among a mess of electronic devices on the bed.,47900,403639
16543,coco-30k,A laptop and planner sitting on a cluttered desk.,46858,278463
16544,coco-30k,A woman and child that are inside of the water.,97489,414216
16545,coco-30k,A couple of suitcases that are in a terminal.,46070,220808
16546,coco-30k,A group of people that are looking inside a van.,72852,528136
